Tên tỉnh cũ,Mã TP cũ,Tên QH cũ,Tên PX cũ,Mã QH cũ,Mã PX cũ,Tên PX mới,Mã PX mới,Độ khớp
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Máy Chai,304,11329,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Máy Tơ,304,11332,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Vạn Mỹ,304,11335,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Cầu Tre,304,11338,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Lạc Viên,304,11341,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Gia Viên,304,11347,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Đông Khê,304,11350,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Cầu Đất,304,11353,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Lê Lợi,304,11356,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Đằng Giang,304,11359,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Lạch Tray,304,11362,,,
Thành phố Hải Phòng,31,Quận Ngô Quyền,Phường Đổng Quốc Bình,304,11365,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Cát Dài,305,11368,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường An Biên,305,11371,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Lam Sơn,305,11374,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường An Dương,305,11377,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Trần Nguyên Hãn,305,11380,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Hồ Nam,305,11383,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Trại Cau,305,11386,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Dư Hàng,305,11389,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Hàng Kênh,305,11392,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Đông Hải,305,11395,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Niệm Nghĩa,305,11398,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Nghĩa Xá,305,11401,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Dư Hàng Kênh,305,11404,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Kênh Dương,305,11405,,,
Thành phố Hải Phòng,31,Quận Lê Chân,Phường Vĩnh Niệm,305,11407,,,
Thành phố Hải Phòng,31,Quận Hải An,Phường Đông Hải 1,306,11410,,,
Thành phố Hải Phòng,31,Quận Hải An,Phường Đông Hải 2,306,11411,,,
Thành phố Hải Phòng,31,Quận Hải An,Phường Đằng Lâm,306,11413,,,
